BehaviorID,CattleID,BehaviorType,StartTime,EndTime,ConfidenceScore,Duration (minutes),Location
1708,3,Standing,2024-08-17 00:32:00,2024-08-17 01:30:00,0.94,58.0,Field D
1709,3,Standing,2024-08-17 01:30:00,2024-08-17 02:24:00,0.91,54.0,Field A
1710,3,Lying Down,2024-08-17 02:24:00,2024-08-17 03:21:00,0.95,57.0,Field D
1711,3,Eating,2024-08-17 03:21:00,2024-08-17 04:21:00,0.93,60.0,Field B
1712,3,Lying Down,2024-08-17 04:21:00,2024-08-17 04:58:00,0.95,37.0,Field D
1713,3,Eating,2024-08-17 04:58:00,2024-08-17 05:34:00,0.98,36.0,Field C
1714,3,Lying Down,2024-08-17 05:34:00,2024-08-17 06:15:00,0.97,41.0,Field B
1715,3,Standing,2024-08-17 06:15:00,2024-08-17 07:15:00,0.97,60.0,Field C
1716,3,Standing,2024-08-17 07:15:00,2024-08-17 08:11:00,0.9,56.0,Field C
1717,3,Lying Down,2024-08-17 08:11:00,2024-08-17 09:10:00,0.97,59.0,Field A
1718,3,Standing,2024-08-17 09:10:00,2024-08-17 09:25:00,0.97,15.0,Field A
1719,3,Lying Down,2024-08-17 09:25:00,2024-08-17 10:08:00,0.92,43.0,Field D
1720,3,Eating,2024-08-17 10:08:00,2024-08-17 10:57:00,0.91,49.0,Field C
1721,3,Standing,2024-08-17 10:57:00,2024-08-17 11:22:00,0.93,25.0,Field D
1722,3,Standing,2024-08-17 11:22:00,2024-08-17 12:01:00,0.89,39.0,Field B
1723,3,Lying Down,2024-08-17 12:01:00,2024-08-17 12:52:00,0.99,51.0,Field C
1724,3,Standing,2024-08-17 12:52:00,2024-08-17 13:37:00,0.95,45.0,Field C
1725,3,Standing,2024-08-17 13:37:00,2024-08-17 14:37:00,0.92,60.0,Field C
1726,3,Eating,2024-08-17 14:37:00,2024-08-17 15:02:00,0.96,25.0,Field A
1727,3,Standing,2024-08-17 15:02:00,2024-08-17 15:59:00,0.88,57.0,Field D
1728,3,Lying Down,2024-08-17 15:59:00,2024-08-17 16:32:00,0.97,33.0,Field D
1729,3,Standing,2024-08-17 16:32:00,2024-08-17 17:31:00,0.99,59.0,Field B
1730,3,Lying Down,2024-08-17 17:31:00,2024-08-17 18:12:00,0.97,41.0,Field B
1731,3,Standing,2024-08-17 18:12:00,2024-08-17 18:42:00,0.88,30.0,Field D
1732,3,Lying Down,2024-08-17 18:42:00,2024-08-17 19:17:00,0.95,35.0,Field A
1733,3,Eating,2024-08-17 19:17:00,2024-08-17 20:07:00,0.88,50.0,Field D
1734,3,Standing,2024-08-17 20:07:00,2024-08-17 20:58:00,0.9,51.0,Field B
1735,3,Eating,2024-08-17 20:58:00,2024-08-17 21:21:00,0.88,23.0,Field D
1736,3,Lying Down,2024-08-17 21:21:00,2024-08-17 21:54:00,0.87,33.0,Field D
1737,3,Standing,2024-08-17 21:54:00,2024-08-17 22:17:00,0.97,23.0,Field B
1738,3,Standing,2024-08-17 22:17:00,2024-08-17 22:59:00,0.87,42.0,Field D
1739,3,Standing,2024-08-17 22:59:00,2024-08-17 23:36:00,0.91,37.0,Field B
1740,3,Standing,2024-08-17 23:36:00,2024-08-18 00:02:00,0.99,26.0,Field B
1741,3,Standing,2024-08-18 00:02:00,2024-08-18 00:30:00,0.98,28.0,Field A
1742,3,Eating,2024-08-18 00:30:00,2024-08-18 01:30:00,0.94,60.0,Field D
1743,3,Eating,2024-08-18 01:30:00,2024-08-18 02:19:00,0.96,49.0,Field B
1744,3,Eating,2024-08-18 02:19:00,2024-08-18 02:58:00,0.92,39.0,Field D
1745,3,Eating,2024-08-18 02:58:00,2024-08-18 03:32:00,0.88,34.0,Field D
1746,3,Eating,2024-08-18 03:32:00,2024-08-18 03:56:00,0.91,24.0,Field B
1747,3,Lying Down,2024-08-18 03:56:00,2024-08-18 04:47:00,0.89,51.0,Field C
1748,3,Lying Down,2024-08-18 04:47:00,2024-08-18 05:44:00,0.93,57.0,Field C
1749,3,Eating,2024-08-18 05:44:00,2024-08-18 06:14:00,0.86,30.0,Field C
1750,3,Lying Down,2024-08-18 06:14:00,2024-08-18 07:00:00,0.96,46.0,Field A
1751,3,Lying Down,2024-08-18 07:00:00,2024-08-18 07:46:00,0.98,46.0,Field D
1752,3,Lying Down,2024-08-18 07:46:00,2024-08-18 08:35:00,0.88,49.0,Field C
1753,3,Lying Down,2024-08-18 08:35:00,2024-08-18 08:59:00,0.87,24.0,Field B
1754,3,Lying Down,2024-08-18 08:59:00,2024-08-18 09:26:00,0.98,27.0,Field D
1755,3,Standing,2024-08-18 09:26:00,2024-08-18 10:00:00,0.99,34.0,Field D
1756,3,Lying Down,2024-08-18 10:00:00,2024-08-18 10:44:00,0.9,44.0,Field D
1757,3,Lying Down,2024-08-18 10:44:00,2024-08-18 11:08:00,0.96,24.0,Field A
1758,3,Lying Down,2024-08-18 11:08:00,2024-08-18 11:37:00,0.95,29.0,Field C
1759,3,Standing,2024-08-18 11:37:00,2024-08-18 12:06:00,0.93,29.0,Field A
1760,3,Eating,2024-08-18 12:06:00,2024-08-18 12:55:00,0.94,49.0,Field D
1761,3,Standing,2024-08-18 12:55:00,2024-08-18 13:22:00,0.92,27.0,Field C
1762,3,Eating,2024-08-18 13:22:00,2024-08-18 14:00:00,0.93,38.0,Field A
1763,3,Lying Down,2024-08-18 14:00:00,2024-08-18 14:18:00,0.87,18.0,Field D
1764,3,Lying Down,2024-08-18 14:18:00,2024-08-18 15:17:00,0.88,59.0,Field D
1765,3,Eating,2024-08-18 15:17:00,2024-08-18 16:04:00,0.98,47.0,Field B
1766,3,Standing,2024-08-18 16:04:00,2024-08-18 16:59:00,0.97,55.0,Field D
1767,3,Eating,2024-08-18 16:59:00,2024-08-18 17:39:00,0.89,40.0,Field A
1768,3,Standing,2024-08-18 17:39:00,2024-08-18 18:02:00,0.96,23.0,Field B
1769,3,Eating,2024-08-18 18:02:00,2024-08-18 18:35:00,0.93,33.0,Field B
1770,3,Lying Down,2024-08-18 18:35:00,2024-08-18 18:56:00,0.88,21.0,Field D
1771,3,Eating,2024-08-18 18:56:00,2024-08-18 19:19:00,0.93,23.0,Field B
1772,3,Standing,2024-08-18 19:19:00,2024-08-18 19:53:00,0.97,34.0,Field A
1773,3,Eating,2024-08-18 19:53:00,2024-08-18 20:13:00,0.87,20.0,Field A
1774,3,Standing,2024-08-18 20:13:00,2024-08-18 20:42:00,0.91,29.0,Field A
1775,3,Lying Down,2024-08-18 20:42:00,2024-08-18 21:12:00,0.91,30.0,Field C
1776,3,Lying Down,2024-08-18 21:12:00,2024-08-18 21:40:00,0.88,28.0,Field B
1777,3,Lying Down,2024-08-18 21:40:00,2024-08-18 22:23:00,0.88,43.0,Field B
1778,3,Standing,2024-08-18 22:23:00,2024-08-18 23:03:00,0.94,40.0,Field C
1779,3,Standing,2024-08-18 23:03:00,2024-08-18 23:57:00,0.98,54.0,Field B
1780,3,Eating,2024-08-18 23:57:00,2024-08-19 00:53:00,0.95,56.0,Field B
1781,3,Eating,2024-08-19 00:53:00,2024-08-19 01:24:00,0.91,31.0,Field B
1782,3,Eating,2024-08-19 01:24:00,2024-08-19 01:53:00,0.85,29.0,Field D
1783,3,Standing,2024-08-19 01:53:00,2024-08-19 02:37:00,0.94,44.0,Field D
1784,3,Lying Down,2024-08-19 02:37:00,2024-08-19 03:00:00,0.96,23.0,Field B
1785,3,Eating,2024-08-19 03:00:00,2024-08-19 03:58:00,0.9,58.0,Field D
1786,3,Eating,2024-08-19 03:58:00,2024-08-19 04:34:00,0.9,36.0,Field B
1787,3,Standing,2024-08-19 04:34:00,2024-08-19 04:52:00,0.94,18.0,Field D
1788,3,Lying Down,2024-08-19 04:52:00,2024-08-19 05:39:00,0.93,47.0,Field A
1789,3,Lying Down,2024-08-19 05:39:00,2024-08-19 06:23:00,0.92,44.0,Field A
1790,3,Standing,2024-08-19 06:23:00,2024-08-19 07:00:00,0.87,37.0,Field A
1791,3,Eating,2024-08-19 07:00:00,2024-08-19 07:56:00,0.98,56.0,Field C
1792,3,Standing,2024-08-19 07:56:00,2024-08-19 08:44:00,0.92,48.0,Field D
1793,3,Standing,2024-08-19 08:44:00,2024-08-19 09:22:00,0.94,38.0,Field C
1794,3,Lying Down,2024-08-19 09:22:00,2024-08-19 09:40:00,0.93,18.0,Field D
1795,3,Eating,2024-08-19 09:40:00,2024-08-19 10:36:00,0.91,56.0,Field A
1796,3,Eating,2024-08-19 10:36:00,2024-08-19 11:01:00,0.97,25.0,Field D
1797,3,Eating,2024-08-19 11:01:00,2024-08-19 11:24:00,0.98,23.0,Field C
1798,3,Lying Down,2024-08-19 11:24:00,2024-08-19 12:06:00,0.93,42.0,Field C
1799,3,Lying Down,2024-08-19 12:06:00,2024-08-19 12:21:00,0.94,15.0,Field A
1800,3,Standing,2024-08-19 12:21:00,2024-08-19 12:53:00,0.86,32.0,Field D
1801,3,Standing,2024-08-19 12:53:00,2024-08-19 13:17:00,0.97,24.0,Field C
1802,3,Lying Down,2024-08-19 13:17:00,2024-08-19 14:06:00,0.96,49.0,Field B
1803,3,Eating,2024-08-19 14:06:00,2024-08-19 14:45:00,0.96,39.0,Field B
1804,3,Lying Down,2024-08-19 14:45:00,2024-08-19 15:24:00,0.88,39.0,Field B
1805,3,Lying Down,2024-08-19 15:24:00,2024-08-19 15:54:00,0.9,30.0,Field A
1806,3,Standing,2024-08-19 15:54:00,2024-08-19 16:20:00,0.9,26.0,Field B
1807,3,Standing,2024-08-19 16:20:00,2024-08-19 17:04:00,0.88,44.0,Field A
1808,3,Standing,2024-08-19 17:04:00,2024-08-19 18:01:00,0.95,57.0,Field A
1809,3,Eating,2024-08-19 18:01:00,2024-08-19 18:26:00,0.94,25.0,Field D
1810,3,Eating,2024-08-19 18:26:00,2024-08-19 18:42:00,0.89,16.0,Field A
1811,3,Standing,2024-08-19 18:42:00,2024-08-19 19:10:00,0.87,28.0,Field C
1812,3,Standing,2024-08-19 19:10:00,2024-08-19 19:49:00,0.87,39.0,Field D
1813,3,Lying Down,2024-08-19 19:49:00,2024-08-19 20:34:00,0.99,45.0,Field D
1814,3,Lying Down,2024-08-19 20:34:00,2024-08-19 21:27:00,0.98,53.0,Field A
1815,3,Lying Down,2024-08-19 21:27:00,2024-08-19 22:09:00,0.86,42.0,Field B
1816,3,Eating,2024-08-19 22:09:00,2024-08-19 23:05:00,0.97,56.0,Field D
1817,3,Standing,2024-08-19 23:05:00,2024-08-19 23:57:00,0.86,52.0,Field A
1818,3,Lying Down,2024-08-19 23:57:00,2024-08-20 00:19:00,0.98,22.0,Field A
1819,3,Lying Down,2024-08-20 00:19:00,2024-08-20 01:09:00,0.97,50.0,Field B
1820,3,Standing,2024-08-20 01:09:00,2024-08-20 02:03:00,0.96,54.0,Field B
1821,3,Eating,2024-08-20 02:03:00,2024-08-20 02:36:00,0.9,33.0,Field C
1822,3,Lying Down,2024-08-20 02:36:00,2024-08-20 03:22:00,0.98,46.0,Field C
1823,3,Standing,2024-08-20 03:22:00,2024-08-20 04:05:00,0.89,43.0,Field C
1824,3,Eating,2024-08-20 04:05:00,2024-08-20 04:25:00,0.99,20.0,Field A
1825,3,Eating,2024-08-20 04:25:00,2024-08-20 05:09:00,0.98,44.0,Field C
1826,3,Lying Down,2024-08-20 05:09:00,2024-08-20 05:32:00,0.92,23.0,Field C
1827,3,Lying Down,2024-08-20 05:32:00,2024-08-20 06:16:00,0.9,44.0,Field C
1828,3,Eating,2024-08-20 06:16:00,2024-08-20 06:45:00,0.85,29.0,Field C
1829,3,Lying Down,2024-08-20 06:45:00,2024-08-20 07:09:00,0.87,24.0,Field B
1830,3,Standing,2024-08-20 07:09:00,2024-08-20 07:53:00,0.98,44.0,Field D
1831,3,Eating,2024-08-20 07:53:00,2024-08-20 08:08:00,0.99,15.0,Field B
1832,3,Standing,2024-08-20 08:08:00,2024-08-20 08:53:00,0.98,45.0,Field D
1833,3,Standing,2024-08-20 08:53:00,2024-08-20 09:47:00,0.89,54.0,Field B
1834,3,Standing,2024-08-20 09:47:00,2024-08-20 10:08:00,0.87,21.0,Field B
1835,3,Standing,2024-08-20 10:08:00,2024-08-20 10:24:00,0.97,16.0,Field D
1836,3,Eating,2024-08-20 10:24:00,2024-08-20 10:39:00,0.88,15.0,Field A
1837,3,Eating,2024-08-20 10:39:00,2024-08-20 11:07:00,0.97,28.0,Field D
1838,3,Eating,2024-08-20 11:07:00,2024-08-20 11:37:00,0.86,30.0,Field D
1839,3,Lying Down,2024-08-20 11:37:00,2024-08-20 12:00:00,0.86,23.0,Field D
1840,3,Eating,2024-08-20 12:00:00,2024-08-20 12:53:00,0.86,53.0,Field A
1841,3,Eating,2024-08-20 12:53:00,2024-08-20 13:18:00,0.9,25.0,Field A
1842,3,Lying Down,2024-08-20 13:18:00,2024-08-20 14:17:00,0.96,59.0,Field D
1843,3,Eating,2024-08-20 14:17:00,2024-08-20 14:35:00,0.9,18.0,Field C
1844,3,Standing,2024-08-20 14:35:00,2024-08-20 15:25:00,0.93,50.0,Field C
1845,3,Lying Down,2024-08-20 15:25:00,2024-08-20 16:24:00,0.86,59.0,Field A
1846,3,Standing,2024-08-20 16:24:00,2024-08-20 17:15:00,0.96,51.0,Field D
1847,3,Standing,2024-08-20 17:15:00,2024-08-20 17:57:00,0.86,42.0,Field C
1848,3,Lying Down,2024-08-20 17:57:00,2024-08-20 18:30:00,0.89,33.0,Field B
1849,3,Standing,2024-08-20 18:30:00,2024-08-20 19:11:00,0.92,41.0,Field A
1850,3,Lying Down,2024-08-20 19:11:00,2024-08-20 20:03:00,0.88,52.0,Field C
1851,3,Eating,2024-08-20 20:03:00,2024-08-20 20:38:00,0.86,35.0,Field A
1852,3,Lying Down,2024-08-20 20:38:00,2024-08-20 21:17:00,0.96,39.0,Field B
1853,3,Lying Down,2024-08-20 21:17:00,2024-08-20 22:10:00,0.95,53.0,Field C
1854,3,Eating,2024-08-20 22:10:00,2024-08-20 23:01:00,0.94,51.0,Field A
1855,3,Standing,2024-08-20 23:01:00,2024-08-20 23:36:00,0.86,35.0,Field A
1856,3,Lying Down,2024-08-20 23:36:00,2024-08-21 00:25:00,0.89,49.0,Field A
1857,3,Standing,2024-08-21 00:25:00,2024-08-21 01:23:00,0.96,58.0,Field A
1858,3,Standing,2024-08-21 01:23:00,2024-08-21 01:58:00,0.89,35.0,Field A
1859,3,Lying Down,2024-08-21 01:58:00,2024-08-21 02:53:00,0.97,55.0,Field B
1860,3,Lying Down,2024-08-21 02:53:00,2024-08-21 03:08:00,0.96,15.0,Field A
1861,3,Eating,2024-08-21 03:08:00,2024-08-21 03:39:00,0.88,31.0,Field C
1862,3,Standing,2024-08-21 03:39:00,2024-08-21 04:22:00,0.9,43.0,Field A
1863,3,Eating,2024-08-21 04:22:00,2024-08-21 04:39:00,0.91,17.0,Field D
1864,3,Eating,2024-08-21 04:39:00,2024-08-21 05:29:00,0.98,50.0,Field B
1865,3,Lying Down,2024-08-21 05:29:00,2024-08-21 06:12:00,0.87,43.0,Field D
1866,3,Lying Down,2024-08-21 06:12:00,2024-08-21 06:41:00,0.96,29.0,Field C
1867,3,Standing,2024-08-21 06:41:00,2024-08-21 07:34:00,0.9,53.0,Field C
1868,3,Lying Down,2024-08-21 07:34:00,2024-08-21 07:58:00,0.99,24.0,Field C
1869,3,Lying Down,2024-08-21 07:58:00,2024-08-21 08:23:00,0.95,25.0,Field D
1870,3,Standing,2024-08-21 08:23:00,2024-08-21 09:11:00,0.89,48.0,Field B
1871,3,Lying Down,2024-08-21 09:11:00,2024-08-21 09:45:00,0.85,34.0,Field C
1872,3,Lying Down,2024-08-21 09:45:00,2024-08-21 10:04:00,0.95,19.0,Field C
1873,3,Standing,2024-08-21 10:04:00,2024-08-21 10:21:00,0.92,17.0,Field C
1874,3,Eating,2024-08-21 10:21:00,2024-08-21 11:14:00,0.98,53.0,Field D
1875,3,Lying Down,2024-08-21 11:14:00,2024-08-21 11:56:00,0.87,42.0,Field A
1876,3,Eating,2024-08-21 11:56:00,2024-08-21 12:35:00,0.87,39.0,Field B
1877,3,Lying Down,2024-08-21 12:35:00,2024-08-21 12:57:00,0.92,22.0,Field D
1878,3,Lying Down,2024-08-21 12:57:00,2024-08-21 13:55:00,0.87,58.0,Field C
1879,3,Eating,2024-08-21 13:55:00,2024-08-21 14:43:00,0.88,48.0,Field B
1880,3,Eating,2024-08-21 14:43:00,2024-08-21 15:43:00,0.91,60.0,Field A
1881,3,Lying Down,2024-08-21 15:43:00,2024-08-21 15:59:00,0.91,16.0,Field D
1882,3,Eating,2024-08-21 15:59:00,2024-08-21 16:58:00,0.91,59.0,Field A
1883,3,Lying Down,2024-08-21 16:58:00,2024-08-21 17:34:00,0.93,36.0,Field D
1884,3,Eating,2024-08-21 17:34:00,2024-08-21 17:56:00,0.95,22.0,Field A
1885,3,Standing,2024-08-21 17:56:00,2024-08-21 18:53:00,0.94,57.0,Field C
1886,3,Standing,2024-08-21 18:53:00,2024-08-21 19:36:00,0.9,43.0,Field D
1887,3,Lying Down,2024-08-21 19:36:00,2024-08-21 20:15:00,0.97,39.0,Field D
1888,3,Eating,2024-08-21 20:15:00,2024-08-21 21:03:00,0.87,48.0,Field A
1889,3,Lying Down,2024-08-21 21:03:00,2024-08-21 21:21:00,0.92,18.0,Field C
1890,3,Standing,2024-08-21 21:21:00,2024-08-21 21:51:00,0.97,30.0,Field C
1891,3,Standing,2024-08-21 21:51:00,2024-08-21 22:33:00,0.94,42.0,Field C
1892,3,Lying Down,2024-08-21 22:33:00,2024-08-21 23:18:00,0.97,45.0,Field A
1893,3,Lying Down,2024-08-21 23:18:00,2024-08-21 23:36:00,0.94,18.0,Field C
1894,3,Eating,2024-08-21 23:36:00,2024-08-22 00:20:00,0.93,44.0,Field B
1895,3,Standing,2024-08-22 00:20:00,2024-08-22 00:46:00,0.93,26.0,Field C
1896,3,Lying Down,2024-08-22 00:46:00,2024-08-22 01:16:00,0.89,30.0,Field D
1897,3,Standing,2024-08-22 01:16:00,2024-08-22 01:48:00,0.95,32.0,Field A
1898,3,Eating,2024-08-22 01:48:00,2024-08-22 02:24:00,0.87,36.0,Field C
1899,3,Lying Down,2024-08-22 02:24:00,2024-08-22 03:10:00,0.97,46.0,Field D
1900,3,Eating,2024-08-22 03:10:00,2024-08-22 03:41:00,0.87,31.0,Field B
1901,3,Eating,2024-08-22 03:41:00,2024-08-22 04:16:00,0.91,35.0,Field C
1902,3,Eating,2024-08-22 04:16:00,2024-08-22 04:47:00,0.87,31.0,Field B
1903,3,Eating,2024-08-22 04:47:00,2024-08-22 05:08:00,0.86,21.0,Field D
1904,3,Lying Down,2024-08-22 05:08:00,2024-08-22 05:45:00,0.89,37.0,Field A
1905,3,Lying Down,2024-08-22 05:45:00,2024-08-22 06:37:00,0.97,52.0,Field A
1906,3,Standing,2024-08-22 06:37:00,2024-08-22 07:33:00,0.88,56.0,Field D
1907,3,Eating,2024-08-22 07:33:00,2024-08-22 08:12:00,0.88,39.0,Field A
1908,3,Standing,2024-08-22 08:12:00,2024-08-22 09:04:00,0.93,52.0,Field B
1909,3,Lying Down,2024-08-22 09:04:00,2024-08-22 09:32:00,0.94,28.0,Field A
1910,3,Standing,2024-08-22 09:32:00,2024-08-22 09:52:00,0.96,20.0,Field B
1911,3,Standing,2024-08-22 09:52:00,2024-08-22 10:27:00,0.98,35.0,Field A
1912,3,Standing,2024-08-22 10:27:00,2024-08-22 10:56:00,0.86,29.0,Field A
1913,3,Lying Down,2024-08-22 10:56:00,2024-08-22 11:21:00,0.96,25.0,Field A
1914,3,Lying Down,2024-08-22 11:21:00,2024-08-22 11:46:00,0.97,25.0,Field A
1915,3,Eating,2024-08-22 11:46:00,2024-08-22 12:19:00,0.93,33.0,Field D
1916,3,Standing,2024-08-22 12:19:00,2024-08-22 12:42:00,0.96,23.0,Field A
1917,3,Eating,2024-08-22 12:42:00,2024-08-22 13:34:00,0.92,52.0,Field D
1918,3,Eating,2024-08-22 13:34:00,2024-08-22 14:25:00,0.89,51.0,Field B
1919,3,Standing,2024-08-22 14:25:00,2024-08-22 14:44:00,0.9,19.0,Field A
1920,3,Lying Down,2024-08-22 14:44:00,2024-08-22 15:28:00,0.96,44.0,Field A
1921,3,Eating,2024-08-22 15:28:00,2024-08-22 16:05:00,0.94,37.0,Field A
1922,3,Lying Down,2024-08-22 16:05:00,2024-08-22 16:46:00,0.89,41.0,Field C
1923,3,Lying Down,2024-08-22 16:46:00,2024-08-22 17:40:00,0.96,54.0,Field A
1924,3,Eating,2024-08-22 17:40:00,2024-08-22 17:59:00,0.88,19.0,Field B
1925,3,Standing,2024-08-22 17:59:00,2024-08-22 18:31:00,0.86,32.0,Field B
1926,3,Standing,2024-08-22 18:31:00,2024-08-22 19:02:00,0.97,31.0,Field A
1927,3,Eating,2024-08-22 19:02:00,2024-08-22 19:36:00,0.95,34.0,Field D
1928,3,Lying Down,2024-08-22 19:36:00,2024-08-22 20:20:00,0.97,44.0,Field D
1929,3,Standing,2024-08-22 20:20:00,2024-08-22 21:13:00,0.86,53.0,Field C
1930,3,Lying Down,2024-08-22 21:13:00,2024-08-22 21:56:00,0.85,43.0,Field C
1931,3,Eating,2024-08-22 21:56:00,2024-08-22 22:33:00,0.88,37.0,Field D
1932,3,Lying Down,2024-08-22 22:33:00,2024-08-22 23:30:00,0.9,57.0,Field D
1933,3,Standing,2024-08-22 23:30:00,2024-08-23 00:18:00,0.95,48.0,Field C
1934,3,Standing,2024-08-23 00:18:00,2024-08-23 01:14:00,0.96,56.0,Field B
1935,3,Standing,2024-08-23 01:14:00,2024-08-23 01:42:00,0.87,28.0,Field D
1936,3,Lying Down,2024-08-23 01:42:00,2024-08-23 02:33:00,0.94,51.0,Field A
1937,3,Eating,2024-08-23 02:33:00,2024-08-23 02:51:00,0.96,18.0,Field B
1938,3,Standing,2024-08-23 02:51:00,2024-08-23 03:39:00,0.87,48.0,Field C
1939,3,Lying Down,2024-08-23 03:39:00,2024-08-23 04:22:00,0.96,43.0,Field B
1940,3,Eating,2024-08-23 04:22:00,2024-08-23 04:55:00,0.9,33.0,Field B
1941,3,Eating,2024-08-23 04:55:00,2024-08-23 05:14:00,0.88,19.0,Field A
1942,3,Lying Down,2024-08-23 05:14:00,2024-08-23 05:39:00,0.92,25.0,Field D
1943,3,Lying Down,2024-08-23 05:39:00,2024-08-23 06:25:00,0.86,46.0,Field B
1944,3,Lying Down,2024-08-23 06:25:00,2024-08-23 06:59:00,0.86,34.0,Field C
1945,3,Eating,2024-08-23 06:59:00,2024-08-23 07:41:00,0.99,42.0,Field B
1946,3,Lying Down,2024-08-23 07:41:00,2024-08-23 08:00:00,0.99,19.0,Field D
1947,3,Lying Down,2024-08-23 08:00:00,2024-08-23 08:45:00,0.86,45.0,Field D
1948,3,Standing,2024-08-23 08:45:00,2024-08-23 09:33:00,0.95,48.0,Field C
1949,3,Standing,2024-08-23 09:33:00,2024-08-23 09:52:00,0.99,19.0,Field C
1950,3,Lying Down,2024-08-23 09:52:00,2024-08-23 10:26:00,0.93,34.0,Field A
1951,3,Standing,2024-08-23 10:26:00,2024-08-23 11:15:00,0.94,49.0,Field B
1952,3,Standing,2024-08-23 11:15:00,2024-08-23 11:57:00,0.88,42.0,Field B
1953,3,Eating,2024-08-23 11:57:00,2024-08-23 12:18:00,0.89,21.0,Field B
1954,3,Standing,2024-08-23 12:18:00,2024-08-23 12:36:00,0.98,18.0,Field C
1955,3,Lying Down,2024-08-23 12:36:00,2024-08-23 13:31:00,0.94,55.0,Field A
1956,3,Lying Down,2024-08-23 13:31:00,2024-08-23 14:24:00,0.95,53.0,Field B
1957,3,Standing,2024-08-23 14:24:00,2024-08-23 14:43:00,0.91,19.0,Field A
1958,3,Eating,2024-08-23 14:43:00,2024-08-23 15:23:00,0.97,40.0,Field A
1959,3,Eating,2024-08-23 15:23:00,2024-08-23 15:52:00,0.98,29.0,Field A
1960,3,Lying Down,2024-08-23 15:52:00,2024-08-23 16:38:00,0.98,46.0,Field A
1961,3,Lying Down,2024-08-23 16:38:00,2024-08-23 17:03:00,0.85,25.0,Field D
1962,3,Standing,2024-08-23 17:03:00,2024-08-23 17:22:00,0.86,19.0,Field A
1963,3,Eating,2024-08-23 17:22:00,2024-08-23 18:14:00,0.85,52.0,Field D
1964,3,Standing,2024-08-23 18:14:00,2024-08-23 18:30:00,0.88,16.0,Field D
1965,3,Standing,2024-08-23 18:30:00,2024-08-23 19:12:00,0.88,42.0,Field B
1966,3,Lying Down,2024-08-23 19:12:00,2024-08-23 19:31:00,0.88,19.0,Field C
1967,3,Standing,2024-08-23 19:31:00,2024-08-23 20:11:00,0.88,40.0,Field A
1968,3,Eating,2024-08-23 20:11:00,2024-08-23 20:43:00,0.92,32.0,Field D
1969,3,Standing,2024-08-23 20:43:00,2024-08-23 21:16:00,0.91,33.0,Field D
1970,3,Eating,2024-08-23 21:16:00,2024-08-23 22:11:00,0.91,55.0,Field A
1971,3,Lying Down,2024-08-23 22:11:00,2024-08-23 22:29:00,0.94,18.0,Field D
1972,3,Standing,2024-08-23 22:29:00,2024-08-23 23:21:00,0.91,52.0,Field B
1973,3,Lying Down,2024-08-23 23:21:00,2024-08-23 23:41:00,0.97,20.0,Field A
1974,3,Standing,2024-08-23 23:41:00,2024-08-24 00:35:00,0.94,54.0,Field A
1975,3,Lying Down,2024-08-24 00:35:00,2024-08-24 01:02:00,0.95,27.0,Field A
1976,3,Lying Down,2024-08-24 01:02:00,2024-08-24 01:32:00,0.94,30.0,Field B
1977,3,Lying Down,2024-08-24 01:32:00,2024-08-24 01:49:00,0.9,17.0,Field C
1978,3,Eating,2024-08-24 01:49:00,2024-08-24 02:09:00,0.91,20.0,Field B
1979,3,Standing,2024-08-24 02:09:00,2024-08-24 02:33:00,0.97,24.0,Field B
1980,3,Lying Down,2024-08-24 02:33:00,2024-08-24 03:26:00,0.97,53.0,Field D
1981,3,Lying Down,2024-08-24 03:26:00,2024-08-24 04:16:00,0.96,50.0,Field B
1982,3,Eating,2024-08-24 04:16:00,2024-08-24 04:37:00,0.99,21.0,Field C
1983,3,Eating,2024-08-24 04:37:00,2024-08-24 05:17:00,0.87,40.0,Field D
1984,3,Eating,2024-08-24 05:17:00,2024-08-24 06:13:00,0.87,56.0,Field D
1985,3,Lying Down,2024-08-24 06:13:00,2024-08-24 07:10:00,0.93,57.0,Field D
1986,3,Standing,2024-08-24 07:10:00,2024-08-24 07:41:00,0.9,31.0,Field A
1987,3,Eating,2024-08-24 07:41:00,2024-08-24 08:07:00,0.97,26.0,Field C
1988,3,Eating,2024-08-24 08:07:00,2024-08-24 08:43:00,0.92,36.0,Field A
1989,3,Lying Down,2024-08-24 08:43:00,2024-08-24 08:58:00,0.87,15.0,Field A
1990,3,Eating,2024-08-24 08:58:00,2024-08-24 09:16:00,0.94,18.0,Field B
1991,3,Lying Down,2024-08-24 09:16:00,2024-08-24 09:52:00,0.91,36.0,Field B
1992,3,Eating,2024-08-24 09:52:00,2024-08-24 10:22:00,0.95,30.0,Field D
1993,3,Eating,2024-08-24 10:22:00,2024-08-24 10:59:00,0.88,37.0,Field C
1994,3,Eating,2024-08-24 10:59:00,2024-08-24 11:50:00,0.86,51.0,Field D
1995,3,Lying Down,2024-08-24 11:50:00,2024-08-24 12:39:00,0.97,49.0,Field D
1996,3,Eating,2024-08-24 12:39:00,2024-08-24 13:12:00,0.85,33.0,Field B
1997,3,Lying Down,2024-08-24 13:12:00,2024-08-24 14:11:00,0.86,59.0,Field C
1998,3,Standing,2024-08-24 14:11:00,2024-08-24 14:59:00,0.93,48.0,Field D
1999,3,Lying Down,2024-08-24 14:59:00,2024-08-24 15:20:00,0.88,21.0,Field C
